"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI","Habitat","CN","centerdepth"
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-S1","WAL-M",NA,NA,"WAL-M-S1","Salt marsh",2014,"-32.200462","152.510398",0.2,0.5,0.3746811,0.0152566,1.504553251,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.5586238087123,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-S2","WAL-M",NA,NA,"WAL-M-S2","Salt marsh",2014,"-32.200746","152.510629",0.2,0.5,0.0763391,0.0110048,1.593604414,"https://doi.org/10.1007/s10021-016-9972-3","marsh",6.9368911747601,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-S3","WAL-M",NA,NA,"WAL-M-S3","Salt marsh",2014,"-32.200709","152.510441",0.2,0.5,0.0738004,0.0065937,1.344286337,"https://doi.org/10.1007/s10021-016-9972-3","marsh",11.1925625976311,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-S5","WAL-M",NA,NA,"WAL-M-S5","Salt marsh",2014,"-32.201717","152.508678",0.2,0.5,1.0605926,0.0662371,1.066843959,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.0120627261761,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-R2","WAL-M",NA,NA,"WAL-M-R2","Salt marsh",2014,"-32.200759","152.509541",0.2,0.5,0.4893454,0.0238578,1.506813782,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.5109188609176,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-R3","WAL-M",NA,NA,"WAL-M-R3","Salt marsh",2014,"-32.200788","152.508975",0.2,0.5,0.8591885,0.0404105,1.362747666,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.2615161900991,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-R4","WAL-M",NA,NA,"WAL-M-R4","Salt marsh",2014,"-32.200692","152.508678",0.2,0.5,0.670035,0.0330301,1.346175803,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.2855879939812,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-M_WAL-M-R5","WAL-M",NA,NA,"WAL-M-R5","Salt marsh",2014,"-32.201415","152.509036",0.2,0.5,0.2816337,0.0167585,1.344817793,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.8054241131366,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-S1","WAL-F",NA,NA,"WAL-F-S1","Salt marsh",2014,"-32.335915","152.487129",0.2,0.5,7.5542648,0.4550593,0.548937869,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.6006162273796,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-S3","WAL-F",NA,NA,"WAL-F-S3","Salt marsh",2014,"-32.335387","152.486775",0.2,0.5,6.4444772,0.3657011,0.607893364,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.6222527085645,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-S4","WAL-F",NA,NA,"WAL-F-S4","Salt marsh",2014,"-32.332219","152.487558",0.2,0.5,14.6661925,0.7849391,0.394756039,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.6844973068611,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-S5","WAL-F",NA,NA,"WAL-F-S5","Salt marsh",2014,"-32.331954","152.488078",0.2,0.5,8.4973016,0.4928566,0.606925048,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.2409207871012,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-R1","WAL-F",NA,NA,"WAL-F-R1","Salt marsh",2014,"-32.335827","152.486963",0.2,0.5,10.9398771,0.5365718,0.552492651,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.3884682348196,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-R2","WAL-F",NA,NA,"WAL-F-R2","Salt marsh",2014,"-32.33548","152.486681",0.2,0.5,6.5947066,0.4148806,0.576534223,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.8954325654176,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-R3","WAL-F",NA,NA,"WAL-F-R3","Salt marsh",2014,"-32.335316","152.486606",0.2,0.5,7.6126284,0.4350778,0.508028725,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.4971657942556,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAL-F_WAL-F-R5","WAL-F",NA,NA,"WAL-F-R5","Salt marsh",2014,"-32.331959","152.487744",0.2,0.5,6.1604819,0.2660718,0.565018113,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.1534566985302,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-S1","POR-M",NA,NA,"POR-M-S1","Salt marsh",2014,"-32.667571","152.1475",0.2,0.5,1.5299209,0.0682814,1.196332625,"https://doi.org/10.1007/s10021-016-9972-3","marsh",22.4061149888549,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-S2","POR-M",NA,NA,"POR-M-S2","Salt marsh",2014,"-32.668039","152.147029",0.2,0.5,0.9064811,0.0491703,1.198512357,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.4355413735527,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-S4","POR-M",NA,NA,"POR-M-S4","Salt marsh",2014,"-32.669169","152.14336",0.2,0.5,2.1504232,0.1111538,1.042930948,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.3463759223706,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-S5","POR-M",NA,NA,"POR-M-S5","Salt marsh",2014,"-32.668718","152.143499",0.2,0.5,0.96905,0.0606917,1.233713964,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.9667631653093,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-R1","POR-M",NA,NA,"POR-M-R1","Salt marsh",2014,"-32.669149","152.14759",0.2,0.5,3.3030045,0.1131174,0.825447293,"https://doi.org/10.1007/s10021-016-9972-3","marsh",29.1997915440065,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-R2","POR-M",NA,NA,"POR-M-R2","Salt marsh",2014,"-32.668892","152.146572",0.2,0.5,2.4647208,0.0867073,0.996528451,"https://doi.org/10.1007/s10021-016-9972-3","marsh",28.425758846141,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-R4","POR-M",NA,NA,"POR-M-R4","Salt marsh",2014,"-32.668926","152.144505",0.2,0.5,1.5247417,0.0611391,1.10245724,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.9388967125784,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-M_POR-M-R5","POR-M",NA,NA,"POR-M-R5","Salt marsh",2014,"-32.669082","152.1439",0.2,0.5,2.2662297,0.091516,1.108089455,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.7632075265527,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-S1","POR-F",NA,NA,"POR-F-S1","Salt marsh",2014,"-32.642504","151.988859",0.2,0.5,1.4472254,0.0703088,0.513368709,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.5838444120793,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-S2","POR-F",NA,NA,"POR-F-S2","Salt marsh",2014,"-32.642608","151.98905",0.2,0.5,1.3963203,0.0762665,0.963905429,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.3084355516511,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-S3","POR-F",NA,NA,"POR-F-S3","Salt marsh",2014,"-32.642637","151.988548",0.2,0.5,1.3012608,0.0737025,1.126299,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.6555856314236,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-S5","POR-F",NA,NA,"POR-F-S5","Salt marsh",2014,"-32.64322","151.987675",0.2,0.5,2.9283408,0.1339169,0.604179179,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.8668502631109,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-R2","POR-F",NA,NA,"POR-F-R2","Salt marsh",2014,"-32.642364","151.988919",0.2,0.5,0.5858747,0.0402356,1.021282618,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.5611026056527,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-R3","POR-F",NA,NA,"POR-F-R3","Salt marsh",2014,"-32.642627","151.988275",0.2,0.5,0.9668358,0.0490551,0.756378393,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.7091800852511,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-R4","POR-F",NA,NA,"POR-F-R4","Salt marsh",2014,"-32.643337","151.988391",0.2,0.5,2.9018599,0.1395239,0.826008055,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.7982997894984,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_POR-F_POR-F-R5","POR-F",NA,NA,"POR-F-R5","Salt marsh",2014,"-32.642908","151.987382",0.2,0.5,2.1814962,0.0776459,0.717340308,"https://doi.org/10.1007/s10021-016-9972-3","marsh",28.0954461214308,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-S1","SHO-M",NA,NA,"SHO-M-S1","Salt marsh",2014,"-34.908828","150.740143",0.2,0.5,1.3400731,0.1012432,1.391404969,"https://doi.org/10.1007/s10021-016-9972-3","marsh",13.2361788248495,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-S3","SHO-M",NA,NA,"SHO-M-S3","Salt marsh",2014,"-34.909763","150.740181",0.2,0.5,0.4496541,0.0503724,1.403586816,"https://doi.org/10.1007/s10021-016-9972-3","marsh",8.9265967077209,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-S4","SHO-M",NA,NA,"SHO-M-S4","Salt marsh",2014,"-34.90941","150.740889",0.2,0.5,0.5398223,0.051828,1.566069654,"https://doi.org/10.1007/s10021-016-9972-3","marsh",10.4156498417844,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-S5","SHO-M",NA,NA,"SHO-M-S5","Salt marsh",2014,"-34.908775","150.741283",0.2,0.5,0.6547782,0.0586169,1.287628309,"https://doi.org/10.1007/s10021-016-9972-3","marsh",11.1704679026015,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-R1","SHO-M",NA,NA,"SHO-M-R1","Salt marsh",2014,"-34.908631","150.740193",0.2,0.5,0.9003022,0.0812549,1.674444579,"https://doi.org/10.1007/s10021-016-9972-3","marsh",11.0799742538604,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-R2","SHO-M",NA,NA,"SHO-M-R2","Salt marsh",2014,"-34.9087","150.740194",0.2,0.5,1.0990956,0.0896769,1.564522067,"https://doi.org/10.1007/s10021-016-9972-3","marsh",12.2561729943832,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-R4","SHO-M",NA,NA,"SHO-M-R4","Salt marsh",2014,"-34.909133","150.741559",0.2,0.5,0.4064099,0.0562253,1.505397709,"https://doi.org/10.1007/s10021-016-9972-3","marsh",7.22823888889877,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-M_SHO-M-R5","SHO-M",NA,NA,"SHO-M-R5","Salt marsh",2014,"-34.908926","150.741647",0.2,0.5,0.530935,0.0433515,1.729928147,"https://doi.org/10.1007/s10021-016-9972-3","marsh",12.247211745845,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-S1","SHO-F",NA,NA,"SHO-F-S1","Salt marsh",2014,"-34.935331","150.714458",0.2,0.5,2.1061587,0.0838208,1.0952845,"https://doi.org/10.1007/s10021-016-9972-3","marsh",25.1269219573185,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-S2","SHO-F",NA,NA,"SHO-F-S2","Salt marsh",2014,"-34.935399","150.714331",0.2,0.5,1.449486,0.0603149,0.889588263,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.031972199241,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-S3","SHO-F",NA,NA,"SHO-F-S3","Salt marsh",2014,"-34.935411","150.714235",0.2,0.5,1.5034241,0.0660292,0.848486927,"https://doi.org/10.1007/s10021-016-9972-3","marsh",22.7690794375822,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-S4","SHO-F",NA,NA,"SHO-F-S4","Salt marsh",2014,"-34.935664","150.71391",0.2,0.5,0.3258811,0.016953,1.307208558,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.2226213649502,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-R1","SHO-F",NA,NA,"SHO-F-R1","Salt marsh",2014,"-34.935652","150.713999",0.2,0.5,0.9579094,0.049594,0.99773807,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.315026011211,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-R2","SHO-F",NA,NA,"SHO-F-R2","Salt marsh",2014,"-34.935531","150.714226",0.2,0.5,1.8852084,0.0619258,1.265547897,"https://doi.org/10.1007/s10021-016-9972-3","marsh",30.4430205181039,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-R3","SHO-F",NA,NA,"SHO-F-R3","Salt marsh",2014,"-34.935483","150.714255",0.2,0.5,1.3886804,0.0579934,1.120340704,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.9454903489018,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_SHO-F_SHO-F-R5","SHO-F",NA,NA,"SHO-F-R5","Salt marsh",2014,"-34.93533","150.714575",0.2,0.5,1.1916488,0.0560353,1.21005171,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.2660376584046,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-S1","BAT-M",NA,NA,"BAT-M-S1","Salt marsh",2014,"-35.709908","150.171966",0.2,0.5,0.8751925,0.0459481,1.235610804,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.0474143653383,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-S2","BAT-M",NA,NA,"BAT-M-S2","Salt marsh",2014,"-35.709894","150.172273",0.2,0.5,0.5350043,0.0341104,1.368907626,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.6844921197054,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-S4","BAT-M",NA,NA,"BAT-M-S4","Salt marsh",2014,"-35.711174","150.173118",0.2,0.5,0.530362,0.0313255,1.288061389,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.9306794783802,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-S5","BAT-M",NA,NA,"BAT-M-S5","Salt marsh",2014,"-35.711768","150.173057",0.2,0.5,0.693473,0.0265059,1.4486844,"https://doi.org/10.1007/s10021-016-9972-3","marsh",26.1629674902569,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-R2","BAT-M",NA,NA,"BAT-M-R2","Salt marsh",2014,"-35.709113","150.171632",0.2,0.5,1.4841585,0.0570717,1.19347163,"https://doi.org/10.1007/s10021-016-9972-3","marsh",26.005156671345,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-R3","BAT-M",NA,NA,"BAT-M-R3","Salt marsh",2014,"-35.709435","150.172179",0.2,0.5,2.0394625,0.087633,1.051082276,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.2727682494038,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-R4","BAT-M",NA,NA,"BAT-M-R4","Salt marsh",2014,"-35.710239","150.173071",0.2,0.5,0.6509302,0.0295525,1.092147527,"https://doi.org/10.1007/s10021-016-9972-3","marsh",22.0262312833094,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-M_BAT-M-R5","BAT-M",NA,NA,"BAT-M-R5","Salt marsh",2014,"-35.710531","150.173151",0.2,0.5,0.26979,0.0106691,1.463445072,"https://doi.org/10.1007/s10021-016-9972-3","marsh",25.2870438931119,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-S2","BAT-F",NA,NA,"BAT-F-S2","Salt marsh",2014,"-35.693089","150.099483",0.2,0.5,2.7109979,0.1165769,0.964805094,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.2550179323691,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-S3","BAT-F",NA,NA,"BAT-F-S3","Salt marsh",2014,"-35.693055","150.099694",0.2,0.5,4.6606565,0.196309,0.740650458,"https://doi.org/10.1007/s10021-016-9972-3","marsh",23.7414306017554,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-S4","BAT-F",NA,NA,"BAT-F-S4","Salt marsh",2014,"-35.692817","150.09956",0.2,0.5,2.697111,0.1228169,0.810567616,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.9604223848672,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-S5","BAT-F",NA,NA,"BAT-F-S5","Salt marsh",2014,"-35.692758","150.099886",0.2,0.5,4.1898644,0.1718496,0.640379599,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.3809959406365,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R1","BAT-F",NA,NA,"BAT-F-R1","Salt marsh",2014,"-35.692262","150.098597",0.2,0.5,6.3255531,0.2601576,0.513055584,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.3143121707765,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R3","BAT-F",NA,NA,"BAT-F-R3","Salt marsh",2014,"-35.69182","150.099358",0.2,0.5,9.8501305,0.3426813,0.447739771,"https://doi.org/10.1007/s10021-016-9972-3","marsh",28.7442895191538,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R4","BAT-F",NA,NA,"BAT-F-R4","Salt marsh",2014,"-35.691928","150.099703",0.2,0.5,7.1321346,0.2806412,0.374475094,"https://doi.org/10.1007/s10021-016-9972-3","marsh",25.4137118854965,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_BAT-F_BAT-F-R5","BAT-F",NA,NA,"BAT-F-R5","Salt marsh",2014,"-35.692015","150.100176",0.2,0.5,9.6886159,0.4030745,0.440877915,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.0367869959524,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S1","TUR-M",NA,NA,"TUR-M-S1","Salt marsh",2014,"-36.079019","150.123379",0.2,0.5,0.2549516,0.0105854,1.489794143,"https://doi.org/10.1007/s10021-016-9972-3","marsh",24.0852117066903,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S2","TUR-M",NA,NA,"TUR-M-S2","Salt marsh",2014,"-36.078811","150.123397",0.2,0.5,0.1964548,0.0063221,1.726139022,"https://doi.org/10.1007/s10021-016-9972-3","marsh",31.0742949336455,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S3","TUR-M",NA,NA,"TUR-M-S3","Salt marsh",2014,"-36.078495","150.123437",0.2,0.5,0.2538908,0.0158635,1.549916503,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.0047152267785,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-S5","TUR-M",NA,NA,"TUR-M-S5","Salt marsh",2014,"-36.076976","150.123042",0.2,0.5,0.3507964,0.0182141,1.184154393,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.2596065685376,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R1","TUR-M",NA,NA,"TUR-M-R1","Salt marsh",2014,"-36.076022","150.122937",0.2,0.5,0.3770842,0.0440662,1.139631058,"https://doi.org/10.1007/s10021-016-9972-3","marsh",8.55722072699711,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R2","TUR-M",NA,NA,"TUR-M-R2","Salt marsh",2014,"-36.075918","150.122695",0.2,0.5,0.9988775,0.054002,0.936107969,"https://doi.org/10.1007/s10021-016-9972-3","marsh",18.4970464056887,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R3","TUR-M",NA,NA,"TUR-M-R3","Salt marsh",2014,"-36.076081","150.122306",0.2,0.5,0.8075722,0.0299313,1.225759669,"https://doi.org/10.1007/s10021-016-9972-3","marsh",26.980859501592,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-M_TUR-M-R5","TUR-M",NA,NA,"TUR-M-R5","Salt marsh",2014,"-36.076713","150.12199",0.2,0.5,0.6631029,0.0378537,1.294119905,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.5175187630271,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S1","TUR-F",NA,NA,"TUR-F-S1","Salt marsh",2014,"-36.052456","150.065503",0.2,0.5,2.6261316,0.131924,0.945538051,"https://doi.org/10.1007/s10021-016-9972-3","marsh",19.9063976228738,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S3","TUR-F",NA,NA,"TUR-F-S3","Salt marsh",2014,"-36.053587","150.064199",0.2,0.5,3.8461455,0.1894552,0.860062616,"https://doi.org/10.1007/s10021-016-9972-3","marsh",20.3010817333069,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S4","TUR-F",NA,NA,"TUR-F-S4","Salt marsh",2014,"-36.054078","150.062818",0.2,0.5,3.1669765,0.1447327,0.77378598,"https://doi.org/10.1007/s10021-016-9972-3","marsh",21.881554755767,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-S5","TUR-F",NA,NA,"TUR-F-S5","Salt marsh",2014,"-36.057233","150.063029",0.2,0.5,2.6773285,0.1540617,0.928585042,"https://doi.org/10.1007/s10021-016-9972-3","marsh",17.3782874004376,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R1","TUR-F",NA,NA,"TUR-F-R1","Salt marsh",2014,"-36.057407","150.063667",0.2,0.5,3.246176,0.2002101,0.670662702,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.2138473533553,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R2","TUR-F",NA,NA,"TUR-F-R2","Salt marsh",2014,"-36.056969","150.063049",0.2,0.5,3.0887762,0.1879148,0.552807649,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.4371097965674,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R4","TUR-F",NA,NA,"TUR-F-R4","Salt marsh",2014,"-36.05566","150.062765",0.2,0.5,5.2529411,0.3485162,0.460689342,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.0723010867214,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_TUR-F_TUR-F-R5","TUR-F",NA,NA,"TUR-F-R5","Salt marsh",2014,"-36.055223","150.06285",0.2,0.5,7.1375583,0.4217357,0.48120143,"https://doi.org/10.1007/s10021-016-9972-3","marsh",16.9242449714359,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S2","WAP-M",NA,NA,"WAP-M-S2","Salt marsh",2014,"-36.6191","150.014094",0.2,0.5,0.1466333,0.0158293,1.575356717,"https://doi.org/10.1007/s10021-016-9972-3","marsh",9.26341025819209,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S3","WAP-M",NA,NA,"WAP-M-S3","Salt marsh",2014,"-36.621031","150.013702",0.2,0.5,0.1205788,0.0111267,1.438008429,"https://doi.org/10.1007/s10021-016-9972-3","marsh",10.8368878463516,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S4","WAP-M",NA,NA,"WAP-M-S4","Salt marsh",2014,"-36.622331","150.012487",0.2,0.5,0.7494908,0.0511979,0.75800155,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.6390926190332,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-S5","WAP-M",NA,NA,"WAP-M-S5","Salt marsh",2014,"-36.623864","150.012852",0.2,0.5,1.2054754,0.0848124,1.202997897,"https://doi.org/10.1007/s10021-016-9972-3","marsh",14.2134334130387,0.45
"Maxwell",NA,"Kelleway_et_al_2016b","Kelleway_et_al_2016b_WAP-M_WAP-M-R1","WAP-M",NA,NA,"WAP-M-R1","Salt marsh",2014,"-36.619529","150.015049",0.2,0.5,0.2781242,0.01768,1.479344859,"https://doi.org/10.1007/s10021-016-9972-3","marsh",15.7310067873303,0.45
